"first_name","last_name","company_name","address","city","province","postal","phone1","phone2","email","web","date_of_birth"
"Timothy","Darbro","Purdy, Angeline Esq","43 Winnetka Ave","Toronto","ON","M4C 3Y1","416-521-5624","416-250-5767","timothy.darbro@yahoo.com","http://www.purdyangelineesq.com","1954-01-27"
"Viola","Hankison","Hales Corners Village Printing","51 S Hulen St","Grand Manan","NB","E5G 3A8","506-772-3108","506-649-5102","viola.hankison@cox.net","http://www.halescornersvillageprinting.com","1994-09-04"
"Luann","Tibbles","Macnaughton Einson Graphics","5 Goddard Rd","Montreal","QC","H2S 2G9","514-578-7262","514-640-1941","luann_tibbles@cox.net","http://www.macnaughtoneinsongraphics.com","1977-02-17"
"Mable","Lowther","Detroit Newspapers","7 Woodbridge Ave","Toronto","ON","M6P 2V5","416-867-5879","416-871-4317","mable_lowther@yahoo.com","http://www.detroitnewspapers.com","1973-07-21"
"Sabine","Beilinson","Westerman, Bryan","48 Lower Ragsdale Dr #1349","Brampton","ON","L6W 1A8","905-586-1138","905-717-7451","sabine.beilinson@hotmail.com","http://www.westermanbryan.com","1968-09-13"
"Dolores","Gunyan","Auto Exchange","80 S Beckley St","Fredericton","NB","E3B 2P9","506-216-2028","506-284-7449","d.gunyan@gunyan.com","http://www.autoexchange.com","1959-12-07"
"Hannah","Isachsen","Confish Inc","3314 Hawthorne St","Oakville","ON","L6L 3G9","905-543-3967","905-828-9745","hannah_isachsen@isachsen.org","http://www.confishinc.com","1996-02-29"
"Sonia","Oliverson","Kinkos Copies","924 W Saint Mary Blvd","Deer Lake","NL","A8A 2A6","709-512-6346","709-699-3892","soniao@cox.net","http://www.kinkoscopies.com","2000-02-03"
"Cletus","Thigpen","Fewel Northwest Inc","9713 Wilbur Ave #163","Edmonton","AB","T6P 1K3","780-674-7330","780-675-7361","cthigpen@thigpen.com","http://www.fewelnorthwestinc.com","2000-01-13"
"Asha","Prothro","Ducson Sportswear Inc","4 Gray Ave","Saint-Stanislas","QC","G8L 7B6","418-470-9730","418-997-7008","asha.prothro@prothro.com","http://www.ducsonsportswearinc.com","1962-12-16"
"Verlene","Aitken","Capital Environ Drill Svc Inc","8528 A Park Rd","Brampton","ON","L6P 0X3","905-486-5455","905-421-9573","verlene_aitken@cox.net","http://www.capitalenvirondrillsvcinc.com","1953-12-07"
"Yesenia","Amazan","Basque Plastics Corp","1262 W 19th St","Janeville","NB","E2A 5K7","506-858-9797","506-709-4563","yesenia_amazan@amazan.com","http://www.basqueplasticscorp.com","1996-04-18"
"Tayna","Castillanos","Bailey, Lesli Esq","99 Garfield Ave #370","Burlington","ON","L7R 3Y8","905-334-8817","905-989-2244","tcastillanos@castillanos.com","http://www.baileylesliesq.com","1950-03-21"
"Verona","Staiano","M C Green & Sons","9041 Grand Plaza Plac","Montreal","QC","H3V 1E3","514-842-7487","514-879-3678","","http://www.mcgreensons.com","1972-08-26"
"Denae","Hagen","Brookwood Inn","475 S Figueroa St","Winnipeg","MB","R2K 3B5","204-341-2445","204-723-2394","denae.hagen@yahoo.com","http://www.brookwoodinn.com","1991-06-29"
"Rikki","Groom","Emergency Management","7 Lagrange St #10","Montreal","QC","H2K 3M3","514-472-6857","514-563-2884","r.groom@groom.org","http://www.emergencymanagement.com","1953-11-10"
"Nan","Shufelt","Kates Boylston Publicatns Inc","16 Ridge Center","London","ON","N5Y 5M9","519-928-8049","519-430-6684","","http://www.katesboylstonpublicatnsinc.com","1985-11-13"
"Sherell","Mrkvicka","Colonial Color Corp","66 62nd St #30","Surrey","BC","V3R 6N7","604-344-4458","604-936-4021","s.mrkvicka@gmail.com","http://www.colonialcolorcorp.com","1978-10-20"
"Coral","Rabuse","Barbour, Michael J Esq","15 Ludlow Ave #156","Boucherville","QC","J4B 1R5","450-480-7421","450-246-6043","crabuse@cox.net","http://www.barbourmichaeljesq.com","1967-07-26"
"Phyliss","Frayer","Best Western Doublewood Inn","672 Neil Armstrong St #59","Lethbridge","AB","T1K 2L9","403-540-2604","403-247-1100","phyliss_frayer@frayer.com","http://www.bestwesterndoublewoodinn.com","1980-10-01"
"Jesse","Tumolillo","Mt Plsnt Dly Tribune Sunday","1 E Gabilan St","Burlington","ON","L7T 3Y9","905-356-4735","905-744-5778","j.tumolillo@tumolillo.com","http://www.mtplsntdlytribunesunday.com","1976-09-09"
"Latonia","Perugini","Gebhardt & Smith","6325 Statesville Rd","Brampton","ON","L6V 4R8","905-723-5674","905-209-4309","l.perugini@perugini.com","http://www.gebhardtsmith.com","1971-08-04"
"Aimee","Rigazio","Cdm Transportation","7 N Wacker Dr #42","Ottawa","ON","K1K 0K4","613-804-8102","613-832-9403","aimee.rigazio@rigazio.org","http://www.cdmtransportation.com","1969-04-26"
"Marcelle","Drizin","Butler, Frank B Esq","76 N Harlem Ave","Stoney Creek","ON","L8E 4S4","905-817-1934","905-209-2680","marcelle.drizin@aol.com","http://www.butlerfrankbesq.com","1979-04-28"
"Ilda","Suero","Secaucus Guide Book","80 Ringwood Ave #7","St. Albert","AB","T8N 1L5","780-830-2958","780-287-2408","i.suero@yahoo.com","http://www.secaucusguidebook.com","1974-01-01"
"Aileen","Loud","Stamper, Gerald Esq","8 Wilfong Ln","North York","ON","M2N 2T3","416-390-4510","416-717-1243","a.loud@gmail.com","http://www.stampergeraldesq.com","1976-08-16"
"Davida","Bastain","Conway, John J Esq","8881 Hopkins St","Sainte-Sophie","QC","J5J 2B5","450-375-8192","450-274-3903","davida.bastain@bastain.com","http://www.conwayjohnjesq.com","1974-01-10"
"Beata","Verso","Jay N Bee Office Solutions Ltd","19 Torresdale Ave #58","Victoria","BC","V8X 1R2","250-808-6765","250-421-9805","beatav@yahoo.com","http://www.jaynbeeofficesolutionsltd.com","1983-01-19"
"Angelyn","Vanhuss","Edith Flagg Inc","79 Craig Rd","Brampton","ON","L6X 0E3","905-838-3914","905-637-2696","angelynv@cox.net","http://www.edithflagginc.com","1983-02-21"
"Claudio","Coughlan","Blatt, Harold G Esq","432 Eastman Ave","Calgary","AB","T3L 2H1","403-481-8843","403-734-2361","claudio_coughlan@aol.com","http://www.blattharoldgesq.com","1991-11-27"
"Krystal","Eisert","Shell Western Hills","9 Garcia Ave #38","Scarborough","ON","M1C 1N8","416-712-8230","416-253-3534","krystale@eisert.com","http://www.shellwesternhills.com","1968-03-04"
"Adela","Leuthold","Fpa Corp","128 W Kellogg Dr","Burnaby","BC","V5B 4L5","604-571-8392","604-693-8094","adela.leuthold@leuthold.com","http://www.fpacorp.com","1953-12-20"
"Ryan","Quinones","Citrus Power Equipment","7827 Commercial St Se #37","Regina","SK","S4V 3B8","306-621-2626","306-246-7105","ryan.quinones@hotmail.com","http://www.citruspowerequipment.com","1961-06-03"
"Edmond","Bubrig","Eden Bail Bond Information Ctr","67 N Washington Ave #960","Saint-Eustache","QC","J7P 1A5","450-829-7834","450-808-1619","edmond_bubrig@cox.net","http://www.edenbailbondinformationctr.com","1981-12-31"
"Catina","Wardle","Noack & Dean Ins Agtts & Brkrs","19 Distribution Way","Thunder Bay","ON","P7C 4H3","807-652-2563","807-393-4181","catinaw@gmail.com","http://www.noackdeaninsagttsbrkrs.com","1965-12-08"
"Milly","Coin","Schell, Eric F Esq","20 Fort Campbell Blvd #4792","Wetaskiwin","AB","T9A 3K1","780-799-6418","780-944-4851","milly_coin@aol.com","http://www.schellericfesq.com","1961-06-04"
"Jules","Dermo","Eberhard Mfg Co Div Estrn Co","1 Parkfair Dr #1219","Mississauga","ON","L5C 1L3","905-929-8054","905-671-9830","jules_dermo@dermo.com","http://www.eberhardmfgcodivestrnco.com","1987-01-13"
"Denna","Knavel","Cptal Meats & Provisions Co","1736 Us Highway 19n N #6","Saint-Jean-sur-Richelieu","QC","J3B 0C5","450-409-1005","450-752-3781","d.knavel@gmail.com","http://www.cptalmeatsprovisionsco.com","1988-01-13"
"Willetta","Mcduffie","Alpha Services Co","578 E Us Highway 36 #3","Membertou","NS","B1S 2P3","902-981-7382","902-906-9598","willetta.mcduffie@hotmail.com","http://www.alphaservicesco.com","1986-10-06"
"Johna","Pickle","Park Metal Inc","1724 W Dodge Rd","Edmonton","AB","T6K 4E5","780-994-6272","780-550-9766","johna.pickle@aol.com","http://www.parkmetalinc.com","2000-06-16"
"Ollie","Cesa","Redemann, Robert P Esq","1 W 8th","Etobicoke","ON","M9W 3W4","416-762-4001","416-291-7332","ollie_cesa@gmail.com","http://www.redemannrobertpesq.com","2000-10-11"
"Sherly","Michelle","Stangels Financial Services","8 Cochise Trl","Sydney","NS","B1P 1C1","902-480-3185","902-389-5380","sherly_michelle@gmail.com","http://www.stangelsfinancialservices.com","1965-05-14"
"Kindra","Riesgraf","Mcclanathan, Peter D Esq","4 Sutton Ln","Nepean","ON","K2E 6A5","613-510-3295","613-620-3122","kindrariesgraf@hotmail.com","http://www.mcclanathanpeterdesq.com","1971-10-05"
"Vanda","Choice","Oklahoma Ford Power Products","7 Shetland Ct","Kimberley","BC","V1A 2M7","250-605-3501","250-603-4234","vchoice@choice.com","http://www.oklahomafordpowerproducts.com","1994-07-06"
"Marshall","Bigaud","Mpw Communities Of N J","526 Main St","Calgary","AB","T2M 4H2","403-918-5509","403-247-8676","marshall.bigaud@aol.com","http://www.mpwcommunitiesofnj.com","1960-08-13"
"Kelvin","Skahan","Orourke, Denise Michelle Esq","18 Duluth St","Edmonton","AB","T5M 4A7","780-227-7373","780-756-7823","kskahan@aol.com","http://www.orourkedenisemichelleesq.com","2001-07-05"
"Darrin","Zeanah","Milton Daily Standard","35 Peconic Ave #4","Boucherville","QC","J4B 3Y4","450-536-7426","450-609-7284","darrinz@zeanah.com","http://www.miltondailystandard.com","1969-10-24"
"Susana","Planty","Kinkos Copies","7 S Quebec","Windsor","ON","N9E 2G5","519-491-9261","519-394-8785","s.planty@gmail.com","http://www.kinkoscopies.com","1993-02-02"
"Wilson","Rautenstrauch","Brobeck Phleger & Harrison","74 Se 3rd Ave #1494","North York","ON","M2J 3W5","416-376-7867","416-595-9807","wilson.rautenstrauch@rautenstrauch.com","http://www.brobeckphlegerharrison.com","1954-01-07"
"Malissa","Rieg","Stafford, William P Ii","3 Bush St","Saint John","NB","E2M 2N5","506-724-2777","506-251-4329","malissa.rieg@hotmail.com","http://www.staffordwilliampii.com","2000-12-15"
"Tandra","Flipp","Stony Creek Apartments","629 105th Ave","Hamilton","ON","L9C 3G2","905-715-9339","905-844-6061","t.flipp@aol.com","http://www.stonycreekapartments.com","1990-07-09"
"Lorean","Lorenz","Arizona Store Equipment","58 Executive Dr","Regina","SK","S4S 3Y3","306-854-5060","306-553-6554","l.lorenz@hotmail.com","http://www.arizonastoreequipment.com","1953-05-12"
"Desirae","Demus","L & P Construction","200 W Bijou St #6013","Calgary","AB","T2C 0Z5","403-405-2804","403-654-5087","d.demus@aol.com","http://www.lpconstruction.com","1969-07-17"
"Delsie","Begin","Bacompt","2 Us Highway 206","English Settlement","NB","E6B 2J9","506-795-5209","506-336-7043","delsie_begin@begin.com","http://www.bacompt.com","1958-08-04"
"Mabel","Frisinger","Tarkett Inc","8570 E 8th St","Winnipeg","MB","R2K 0Y2","204-285-3978","204-272-6023","m.frisinger@cox.net","http://www.tarkettinc.com","1978-06-30"
"Marnie","Nedman","Century 21 Twin Oaks Rlty Inc","3068 N Interstate 35","Winnipeg","MB","R2V 3G6","204-904-1386","204-501-8129","m.nedman@cox.net","http://www.centurytwinoaksrltyinc.com","1950-07-16"
"Rene","Arnoldi","Cohen, Mortimer S Esq","4241 Tapp St","Calgary","AB","T3Z 1H1","403-438-9257","403-894-8420","rene.arnoldi@arnoldi.com","http://www.cohenmortimersesq.com","1990-07-25"
"Trevor","Braseth","Meraglio, Ruissell J Jr","99 Hart St","Dartmouth","NS","B2Y 1G7","902-782-2576","902-641-1009","tbraseth@braseth.org","http://www.meraglioruisselljjr.com","1964-05-13"
"Sharmaine","Edmison","Stritzel Awning Svc","1822 Guilford Rd","Saint-Basile","NB","E7C 2L8","506-839-1630","506-707-6566","sharmaine.edmison@yahoo.com","http://www.stritzelawningsvc.com","1992-11-30"
"Ricki","Wida","Collins, Frederick H Esq","995 Concord Rd","Montreal","QC","H3J 1S4","514-657-1920","514-784-4720","ricki.wida@wida.com","http://www.collinsfrederickhesq.com","1951-07-14"
"Bernadine","Bothe","Mulligan, Thomas O Esq","3 Main St","Sudbury","ON","P3C 2X6","705-693-2982","705-715-3024","bernadine_bothe@hotmail.com","http://www.mulliganthomasoesq.com","1956-08-12"
"Shad","Russi","City Judge","7995 Douglas Rd E #6","Lloydminster","AB","T9V 2M7","780-953-3852","780-872-1107","s.russi@russi.com","http://www.cityjudge.com","1970-03-30"
"Kenneth","Kaea","Dodson, Mac Pa","965 Bryant St","St Martins","NB","E5R 1G5","506-763-6456","506-220-8258","kenneth.kaea@gmail.com","http://www.dodsonmacpa.com","1960-01-18"
"Marleen","Waska","Welsch Metal Products Inc","2863 Brooklyn Terminal Mkt","Abbotsford","BC","V2S 4M2","604-545-3662","604-469-6870","m.waska@hotmail.com","http://www.welschmetalproductsinc.com","2001-12-03"
"Joaquin","Maikoksoong","Cellular One","6410 E State Hwy","Calgary","AB","T2K 4M8","403-640-8755","403-999-6332","j.maikoksoong@gmail.com","http://www.cellularone.com","1993-03-25"
"Slyvia","Shivers","Finchers Findings","4895 Country Club Rd","Quebec","QC","G1K 5J8","418-913-7998","418-917-4111","slyvia_shivers@aol.com","http://www.finchersfindings.com","1958-01-04"
"Kris","Oien","U S Tsubaki Inc","43 Gateway Blvd","Brampton","ON","L7A 2E8","905-848-5458","905-860-5785","kris_oien@hotmail.com","http://www.ustsubakiinc.com","1991-11-18"
"Gussie","Tenuta","Cliff Clarks Inc Sales & Serv","881 South St #4","Trenton","ON","K8V 1G7","613-857-7922","613-785-7152","gussie.tenuta@tenuta.org","http://www.cliffclarksincsalesserv.com","1987-12-17"
"Lavelle","Loeza","Schivley, G Gregory","5 S Taylor Ave","La Malbaie","QC","G5A 2R8","418-442-4179","418-719-1723","lavelleloeza@gmail.com","http://www.schivleyggregory.com","1969-04-26"
"Bev","Degennaro","Nicks Printing","6059 Alewa Dr","Surrey","BC","V3X 1X5","604-880-6351","604-342-4113","bev.degennaro@aol.com","http://www.nicksprinting.com","1950-10-04"
"Bette","Delbosque","Nassar, Monique A Esq","345 Broadway St","London","ON","N6K 4J9","519-882-6434","519-206-1305","b.delbosque@cox.net","http://www.nassarmoniqueaesq.com","1976-11-05"
"Lajuana","Kallenberger","Cesena Printg E Side Printg Co","7 W Pine St","Saint-Thomas","QC","J0K 3L0","450-272-6370","450-704-8629","lajuanak@aol.com","http://www.cesenaprintgesideprintgco.com","1971-01-14"
"Shakira","Tindal","Buena Clerk","5470 N Lamar Blvd #542","North Vancouver","BC","V7J 2J9","604-991-8721","604-514-6251","s.tindal@cox.net","http://www.buenaclerk.com","1988-01-05"
"Matt","Bakeley","Bonina, John A Esq","103 E Main St #59","Regina","SK","S4S 5Y2","306-891-2346","306-464-9089","matt_bakeley@bakeley.com","http://www.boninajohnaesq.com","1994-10-18"
"Clemencia","Giglio","Computer System Dynamics","698 N Allen Rd","Montreal","QC","H3J 2N8","514-804-3533","514-427-6426","clemencia_giglio@cox.net","http://www.computersystemdynamics.com","1970-04-03"
"Oliva","Stimac","Kleins Hallmark Cards","1 Broadway St","Dawson Settlement","NB","E4H 2B6","506-672-7328","506-593-5041","oliva_stimac@stimac.org","http://www.kleinshallmarkcards.com","1981-08-07"
"Ranee","Hua","Construction Services Inc","5361 N 500 W #3065","Les Cedres","QC","J7T 3A9","450-700-5970","450-769-7974","ranee_hua@aol.com","http://www.constructionservicesinc.com","1972-08-07"
"Ming","Massay","Dickman, J Scott Esq","4153 Broughton Ave","Victoria","BC","V9A 6P6","250-228-6798","250-224-3850","ming.massay@hotmail.com","http://www.dickmanjscottesq.com","1969-06-29"
"Annice","Wykle","Hering, Glenn Z Esq","5 Falls Rd","Victoria","BC","V8V 2P7","250-727-7309","250-459-4257","","http://www.heringglennzesq.com","1954-04-25"
"Effie","Stockham","Razzoog, Michael E Dds","51 3rd Ave","London","ON","N5W 5G1","519-433-4142","519-589-2250","effie_stockham@aol.com","http://www.razzoogmichaeledds.com","1954-07-15"
"Maricela","Bonventre","Phase One Office Products","865 N Port Ave","Coquitlam","BC","V3E 1Y4","604-568-1899","604-930-7621","maricelabonventre@aol.com","http://www.phaseoneofficeproducts.com","1981-11-01"
"Esteban","Nigl","Midwest Wheel Companies","78 E River","Surrey","BC","V4P 0C4","604-519-9547","604-747-2189","e.nigl@yahoo.com","http://www.midwestwheelcompanies.com","1977-10-19"
"Doretha","Blackmon","Lafave, E Joseph Iii","5106 N Laurel Park Dr","Kenora","ON","P9N 4E7","807-383-4855","807-878-5383","dorethab@gmail.com","http://www.lafaveejosephiii.com","1974-11-17"
"Dorsey","Nitcher","Turley, Joseph M","9768 A Aven #112","Truro","NS","B2N 3P6","902-936-9426","902-336-1190","dnitcher@aol.com","http://www.turleyjosephm.com","2000-06-09"
"Amie","Makley","Motion Industries Inc","24 Venice Rd","Pembroke","ON","K8A 8M7","613-686-9039","613-257-6021","amiemakley@yahoo.com","http://www.motionindustriesinc.com","1961-02-09"
"Bulah","Gerten","Balan Marketing Co","2497 Pennsylvania Ave","Strathroy","ON","N7G 3V5","519-309-5863","519-911-6087","bulah.gerten@cox.net","http://www.balanmarketingco.com","2000-01-28"
"Erin","Lafoy","Curtiss Wright Corp","357 W Mount Royal Ave","Longueuil","QC","J4M 2A8","450-316-7813","450-491-8703","erin.lafoy@aol.com","http://www.curtisswrightcorp.com","1975-11-29"
"Kassandra","Batdorf","Phelps Tool & Die Co Inc","123 Euclid Ave #9396","Nanaimo","BC","V9R 1C9","250-646-6446","250-571-5058","k.batdorf@batdorf.com","http://www.phelpstooldiecoinc.com","1957-12-09"
"Leslee","Bredernitz","Factory Mattress Outlet","1251 E Main St #990","Quebec","QC","G1H 1A6","418-460-5773","418-543-9015","l.bredernitz@yahoo.com","http://www.factorymattressoutlet.com","1976-07-06"
"Daniel","Cisney","Cosgroves N End Plbg & Hdwr Co","259 W 17th St #39","Beresford","NB","E8K 1B7","506-617-2607","506-951-8403","danielc@cox.net","http://www.cosgrovesnendplbghdwrco.com","1961-12-08"
"Antonio","Fower","Mission Lincoln Properties","9 Route 38","Port Coquitlam","BC","V3C 2Z4","604-624-7690","604-966-9833","antonio.fower@fower.com","http://www.missionlincolnproperties.com","1991-08-01"
